"signal_desc" "function_var" "activity" "subject" "mean"
"Body on the Y-axis" "Mean" "STANDING" 23 -0.4996
"Body on the Y-axis" "Mean" "WALKING" 23 0.0102
"Body on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 23 0.0808
"Body on the Y-axis" "Mean" "WALKING_UPSTAIRS" 23 -0.1278
"Body on the Y-axis" "Standard Deviation" "LAYING" 23 -0.9662
"Body on the Y-axis" "Standard Deviation" "SITTING" 23 -0.9394
"Body on the Y-axis" "Standard Deviation" "STANDING" 23 -0.9526
"Body on the Y-axis" "Standard Deviation" "WALKING" 23 0.0561
"Body on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 23 0.1228
"Body on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 23 -0.1281
"Body on the Z-axis" "Mean" "LAYING" 23 -0.4887
"Body on the Z-axis" "Mean" "SITTING" 23 -0.4867
"Body on the Z-axis" "Mean" "STANDING" 23 -0.4855
"Body on the Z-axis" "Mean" "WALKING" 23 -0.0298
"Body on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 23 0.0339
"Body on the Z-axis" "Mean" "WALKING_UPSTAIRS" 23 -0.0983
"Body on the Z-axis" "Standard Deviation" "LAYING" 23 -0.9787
"Body on the Z-axis" "Standard Deviation" "SITTING" 23 -0.9308
"Body on the Z-axis" "Standard Deviation" "STANDING" 23 -0.9455
"Body on the Z-axis" "Standard Deviation" "WALKING" 23 -0.0543
"Body on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 23 -0.0475
"Body on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 23 0.0228
"Gravity Magnitude" "Mean" "LAYING" 23 -0.963
"Gravity Magnitude" "Mean" "SITTING" 23 -0.9441
"Gravity Magnitude" "Mean" "STANDING" 23 -0.9572
"Gravity Magnitude" "Mean" "WALKING" 23 -0.0989
"Gravity Magnitude" "Mean" "WALKING_DOWNSTAIRS" 23 0.1272
"Gravity Magnitude" "Mean" "WALKING_UPSTAIRS" 23 -0.0118
"Gravity Magnitude" "Standard Deviation" "LAYING" 23 -0.9579
"Gravity Magnitude" "Standard Deviation" "SITTING" 23 -0.925
"Gravity Magnitude" "Standard Deviation" "STANDING" 23 -0.9517
"Gravity Magnitude" "Standard Deviation" "WALKING" 23 -0.21
"Gravity Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 23 0.2304
"Gravity Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 23 -0.2719
"Gravity on the X-axis" "Mean" "LAYING" 23 -0.3916
"Gravity on the X-axis" "Mean" "SITTING" 23 0.9365
"Gravity on the X-axis" "Mean" "STANDING" 23 0.9199
"Gravity on the X-axis" "Mean" "WALKING" 23 0.9398
"Gravity on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 23 0.9237
"Gravity on the X-axis" "Mean" "WALKING_UPSTAIRS" 23 0.8434
"Gravity on the X-axis" "Standard Deviation" "LAYING" 23 -0.9479
"Gravity on the X-axis" "Standard Deviation" "SITTING" 23 -0.9845
"Gravity on the X-axis" "Standard Deviation" "STANDING" 23 -0.9846
"Gravity on the X-axis" "Standard Deviation" "WALKING" 23 -0.9772
"Gravity on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 23 -0.9508
"Gravity on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 23 -0.9333
"Gravity on the Y-axis" "Mean" "LAYING" 23 0.4384
"Gravity on the Y-axis" "Mean" "SITTING" 23 0.1218
"Gravity on the Y-axis" "Mean" "STANDING" 23 -0.1174
"Gravity on the Y-axis" "Mean" "WALKING" 23 -0.1618
"Gravity on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 23 -0.11
"Gravity on the Y-axis" "Mean" "WALKING_UPSTAIRS" 23 -0.2145
"Gravity on the Y-axis" "Standard Deviation" "LAYING" 23 -0.9828
"Gravity on the Y-axis" "Standard Deviation" "SITTING" 23 -0.9609
"Gravity on the Y-axis" "Standard Deviation" "STANDING" 23 -0.9848
"Gravity on the Y-axis" "Standard Deviation" "WALKING" 23 -0.9666
"Gravity on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 23 -0.939
"Gravity on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 23 -0.9105
"Gravity on the Z-axis" "Mean" "LAYING" 23 0.9188
"Gravity on the Z-axis" "Mean" "SITTING" 23 0.063
"Gravity on the Z-axis" "Mean" "STANDING" 23 -0.2236
"Gravity on the Z-axis" "Mean" "WALKING" 23 -0.1608
"Gravity on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 23 -0.1537
"Gravity on the Z-axis" "Mean" "WALKING_UPSTAIRS" 23 -0.3559
"Gravity on the Z-axis" "Standard Deviation" "LAYING" 23 -0.9768
"Gravity on the Z-axis" "Standard Deviation" "SITTING" 23 -0.924
"Gravity on the Z-axis" "Standard Deviation" "STANDING" 23 -0.9472
"Gravity on the Z-axis" "Standard Deviation" "WALKING" 23 -0.933
"Gravity on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 23 -0.9059
"Gravity on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 23 -0.9021
"Jerk of the Body Magnitude" "Mean" "LAYING" 23 -0.9848
"Jerk of the Body Magnitude" "Mean" "SITTING" 23 -0.9809
"Jerk of the Body Magnitude" "Mean" "STANDING" 23 -0.9754
"Jerk of the Body Magnitude" "Mean" "WALKING" 23 0.0182
"Jerk of the Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 23 0.1191
"Jerk of the Body Magnitude" "Mean" "WALKING_UPSTAIRS" 23 -0.4093
"Jerk of the Body Magnitude" "Standard Deviation" "LAYING" 23 -0.984
"Jerk of the Body Magnitude" "Standard Deviation" "SITTING" 23 -0.9759
"Jerk of the Body Magnitude" "Standard Deviation" "STANDING" 23 -0.974
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING" 23 0.1164
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 23 0.1341
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 23 -0.5002
"Jerk of the Body on the X-axis" "Mean" "LAYING" 23 -0.335
"Jerk of the Body on the X-axis" "Mean" "SITTING" 23 -0.3348
"Jerk of the Body on the X-axis" "Mean" "STANDING" 23 -0.3355
"Jerk of the Body on the X-axis" "Mean" "WALKING" 23 -0.0832
"Jerk of the Body on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 23 0.0472
"Jerk of the Body on the X-axis" "Mean" "WALKING_UPSTAIRS" 23 -0.1344
"Jerk of the Body on the X-axis" "Standard Deviation" "LAYING" 23 -0.9864
"Jerk of the Body on the X-axis" "Standard Deviation" "SITTING" 23 -0.9859
"Jerk of the Body on the X-axis" "Standard Deviation" "STANDING" 23 -0.9801
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING" 23 -0.2762
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 23 -0.014
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 23 -0.4462
"Jerk of the Body on the Y-axis" "Mean" "LAYING" 23 -0.3367
"Jerk of the Body on the Y-axis" "Mean" "SITTING" 23 -0.3372
"Jerk of the Body on the Y-axis" "Mean" "STANDING" 23 -0.3354
"Jerk of the Body on the Y-axis" "Mean" "WALKING" 23 -0.0641
"Jerk of the Body on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 23 -0.0234
"Jerk of the Body on the Y-axis" "Mean" "WALKING_UPSTAIRS" 23 -0.1129
"Jerk of the Body on the Y-axis" "Standard Deviation" "LAYING" 23 -0.986
"Jerk of the Body on the Y-axis" "Standard Deviation" "SITTING" 23 -0.9794
"Jerk of the Body on the Y-axis" "Standard Deviation" "STANDING" 23 -0.975
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING" 23 0.0515
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 23 -0.0398
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 23 -0.4009
"Jerk of the Body on the Z-axis" "Mean" "LAYING" 23 -0.3503
"Jerk of the Body on the Z-axis" "Mean" "SITTING" 23 -0.3409
"Jerk of the Body on the Z-axis" "Mean" "STANDING" 23 -0.3432
"Jerk of the Body on the Z-axis" "Mean" "WALKING" 23 -0.0498
"Jerk of the Body on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 23 0.0425
"Jerk of the Body on the Z-axis" "Mean" "WALKING_UPSTAIRS" 23 -0.1411
"Jerk of the Body on the Z-axis" "Standard Deviation" "LAYING" 23 -0.9884
"Jerk of the Body on the Z-axis" "Standard Deviation" "SITTING" 23 -0.9807
"Jerk of the Body on the Z-axis" "Standard Deviation" "STANDING" 23 -0.9782
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING" 23 -0.1367
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 23 -0.1451
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 23 -0.4736
"Body Magnitude" "Mean" "LAYING" 24 -0.9657
"Body Magnitude" "Mean" "SITTING" 24 -0.9701
"Body Magnitude" "Mean" "STANDING" 24 -0.9571
"Body Magnitude" "Mean" "WALKING" 24 -0.418
"Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 24 -0.1941
"Body Magnitude" "Mean" "WALKING_UPSTAIRS" 24 -0.362
"Body Magnitude" "Standard Deviation" "LAYING" 24 -0.9649
"Body Magnitude" "Standard Deviation" "SITTING" 24 -0.967
"Body Magnitude" "Standard Deviation" "STANDING" 24 -0.9512
"Body Magnitude" "Standard Deviation" "WALKING" 24 -0.5758
"Body Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 24 -0.2579
"Body Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 24 -0.4415
"Body on the X-axis" "Mean" "LAYING" 24 -0.4235
"Body on the X-axis" "Mean" "SITTING" 24 -0.4343
"Body on the X-axis" "Mean" "STANDING" 24 -0.4226
"Body on the X-axis" "Mean" "WALKING" 24 -0.1846
"Body on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 24 -0.0732
"Body on the X-axis" "Mean" "WALKING_UPSTAIRS" 24 -0.1352
"Body on the X-axis" "Standard Deviation" "LAYING" 24 -0.9751
"Body on the X-axis" "Standard Deviation" "SITTING" 24 -0.9897
"Body on the X-axis" "Standard Deviation" "STANDING" 24 -0.9747
"Body on the X-axis" "Standard Deviation" "WALKING" 24 -0.5328
"Body on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 24 -0.2586
"Body on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 24 -0.4627
"Body on the Y-axis" "Mean" "LAYING" 24 -0.515
"Body on the Y-axis" "Mean" "SITTING" 24 -0.508
"Body on the Y-axis" "Mean" "STANDING" 24 -0.5008
"Body on the Y-axis" "Mean" "WALKING" 24 -0.1929
"Body on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 24 -0.1471
"Body on the Y-axis" "Mean" "WALKING_UPSTAIRS" 24 -0.2325
"Body on the Y-axis" "Standard Deviation" "LAYING" 24 -0.9714
"Body on the Y-axis" "Standard Deviation" "SITTING" 24 -0.9664
"Body on the Y-axis" "Standard Deviation" "STANDING" 24 -0.9511
"Body on the Y-axis" "Standard Deviation" "WALKING" 24 -0.33
"Body on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 24 -0.32
"Body on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 24 -0.3448
"Body on the Z-axis" "Mean" "LAYING" 24 -0.4883
"Body on the Z-axis" "Mean" "SITTING" 24 -0.4912
"Body on the Z-axis" "Mean" "STANDING" 24 -0.4888
"Body on the Z-axis" "Mean" "WALKING" 24 -0.1873
"Body on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 24 -0.1407
"Body on the Z-axis" "Mean" "WALKING_UPSTAIRS" 24 -0.1936
"Body on the Z-axis" "Standard Deviation" "LAYING" 24 -0.978
"Body on the Z-axis" "Standard Deviation" "SITTING" 24 -0.9639
"Body on the Z-axis" "Standard Deviation" "STANDING" 24 -0.9492
"Body on the Z-axis" "Standard Deviation" "WALKING" 24 -0.3632
"Body on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 24 -0.3904
"Body on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 24 -0.2813
"Gravity Magnitude" "Mean" "LAYING" 24 -0.9719
"Gravity Magnitude" "Mean" "SITTING" 24 -0.969
"Gravity Magnitude" "Mean" "STANDING" 24 -0.9501
"Gravity Magnitude" "Mean" "WALKING" 24 -0.3
"Gravity Magnitude" "Mean" "WALKING_DOWNSTAIRS" 24 -0.0738
"Gravity Magnitude" "Mean" "WALKING_UPSTAIRS" 24 -0.2264
"Gravity Magnitude" "Standard Deviation" "LAYING" 24 -0.9694
"Gravity Magnitude" "Standard Deviation" "SITTING" 24 -0.9638
"Gravity Magnitude" "Standard Deviation" "STANDING" 24 -0.9479
"Gravity Magnitude" "Standard Deviation" "WALKING" 24 -0.4811
"Gravity Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 24 -0.0225
"Gravity Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 24 -0.3069
"Gravity on the X-axis" "Mean" "LAYING" 24 -0.3593
"Gravity on the X-axis" "Mean" "SITTING" 24 0.9196
"Gravity on the X-axis" "Mean" "STANDING" 24 0.9664
"Gravity on the X-axis" "Mean" "WALKING" 24 0.9597
"Gravity on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 24 0.9509
"Gravity on the X-axis" "Mean" "WALKING_UPSTAIRS" 24 0.9064
"Gravity on the X-axis" "Standard Deviation" "LAYING" 24 -0.9604
"Gravity on the X-axis" "Standard Deviation" "SITTING" 24 -0.9897
"Gravity on the X-axis" "Standard Deviation" "STANDING" 24 -0.9922
"Gravity on the X-axis" "Standard Deviation" "WALKING" 24 -0.9831
"Gravity on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 24 -0.9618
"Gravity on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 24 -0.9622
"Gravity on the Y-axis" "Mean" "LAYING" 24 0.7384
"Gravity on the Y-axis" "Mean" "SITTING" 24 0.1823
"Gravity on the Y-axis" "Mean" "STANDING" 24 -0.1452
"Gravity on the Y-axis" "Mean" "WALKING" 24 -0.1151
"Gravity on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 24 -0.1283
"Gravity on the Y-axis" "Mean" "WALKING_UPSTAIRS" 24 -0.2375
"Gravity on the Y-axis" "Standard Deviation" "LAYING" 24 -0.9935
"Gravity on the Y-axis" "Standard Deviation" "SITTING" 24 -0.9717
"Gravity on the Y-axis" "Standard Deviation" "STANDING" 24 -0.9682
"Gravity on the Y-axis" "Standard Deviation" "WALKING" 24 -0.9626
"Gravity on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 24 -0.9415
"Gravity on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 24 -0.9167
"Gravity on the Z-axis" "Mean" "LAYING" 24 0.6838
"Gravity on the Z-axis" "Mean" "SITTING" 24 0.1096
"Gravity on the Z-axis" "Mean" "STANDING" 24 -0.0531
"Gravity on the Z-axis" "Mean" "WALKING" 24 -0.1409
"Gravity on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 24 -0.1401
"Gravity on the Z-axis" "Mean" "WALKING_UPSTAIRS" 24 -0.2271
"Gravity on the Z-axis" "Standard Deviation" "LAYING" 24 -0.9792
"Gravity on the Z-axis" "Standard Deviation" "SITTING" 24 -0.9634
"Gravity on the Z-axis" "Standard Deviation" "STANDING" 24 -0.9462
"Gravity on the Z-axis" "Standard Deviation" "WALKING" 24 -0.9628
"Gravity on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 24 -0.9422
"Gravity on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 24 -0.935
"Jerk of the Body Magnitude" "Mean" "LAYING" 24 -0.9825
"Jerk of the Body Magnitude" "Mean" "SITTING" 24 -0.988
"Jerk of the Body Magnitude" "Mean" "STANDING" 24 -0.9783
"Jerk of the Body Magnitude" "Mean" "WALKING" 24 -0.4744
"Jerk of the Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 24 -0.3589
"Jerk of the Body Magnitude" "Mean" "WALKING_UPSTAIRS" 24 -0.5558
"Jerk of the Body Magnitude" "Standard Deviation" "LAYING" 24 -0.9814
"Jerk of the Body Magnitude" "Standard Deviation" "SITTING" 24 -0.9882
"Jerk of the Body Magnitude" "Standard Deviation" "STANDING" 24 -0.9765
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING" 24 -0.4841
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 24 -0.2909
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 24 -0.5482
"Jerk of the Body on the X-axis" "Mean" "LAYING" 24 -0.336
"Jerk of the Body on the X-axis" "Mean" "SITTING" 24 -0.3359
"Jerk of the Body on the X-axis" "Mean" "STANDING" 24 -0.3352
"Jerk of the Body on the X-axis" "Mean" "WALKING" 24 -0.1663
"Jerk of the Body on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 24 -0.1291
"Jerk of the Body on the X-axis" "Mean" "WALKING_UPSTAIRS" 24 -0.1921
"Jerk of the Body on the X-axis" "Standard Deviation" "LAYING" 24 -0.9848
"Jerk of the Body on the X-axis" "Standard Deviation" "SITTING" 24 -0.9898
"Jerk of the Body on the X-axis" "Standard Deviation" "STANDING" 24 -0.9794
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING" 24 -0.4948
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 24 -0.3505
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 24 -0.5555
"Jerk of the Body on the Y-axis" "Mean" "LAYING" 24 -0.3361
"Jerk of the Body on the Y-axis" "Mean" "SITTING" 24 -0.3384
"Jerk of the Body on the Y-axis" "Mean" "STANDING" 24 -0.3333
"Jerk of the Body on the Y-axis" "Mean" "WALKING" 24 -0.1303
"Jerk of the Body on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 24 -0.0865
"Jerk of the Body on the Y-axis" "Mean" "WALKING_UPSTAIRS" 24 -0.1915
"Jerk of the Body on the Y-axis" "Standard Deviation" "LAYING" 24 -0.9815
"Jerk of the Body on the Y-axis" "Standard Deviation" "SITTING" 24 -0.9836
"Jerk of the Body on the Y-axis" "Standard Deviation" "STANDING" 24 -0.9733
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING" 24 -0.3703
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 24 -0.2841
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 24 -0.5659
"Jerk of the Body on the Z-axis" "Mean" "LAYING" 24 -0.35
"Jerk of the Body on the Z-axis" "Mean" "SITTING" 24 -0.3449
"Jerk of the Body on the Z-axis" "Mean" "STANDING" 24 -0.3432
"Jerk of the Body on the Z-axis" "Mean" "WALKING" 24 -0.1852
"Jerk of the Body on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 24 -0.0999
"Jerk of the Body on the Z-axis" "Mean" "WALKING_UPSTAIRS" 24 -0.1822
"Jerk of the Body on the Z-axis" "Standard Deviation" "LAYING" 24 -0.9862
"Jerk of the Body on the Z-axis" "Standard Deviation" "SITTING" 24 -0.9868
"Jerk of the Body on the Z-axis" "Standard Deviation" "STANDING" 24 -0.9803
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING" 24 -0.5201
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 24 -0.3658
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 24 -0.5785
"Body Magnitude" "Mean" "LAYING" 25 -0.7637
"Body Magnitude" "Mean" "SITTING" 25 -0.9708
"Body Magnitude" "Mean" "STANDING" 25 -0.9703
"Body Magnitude" "Mean" "WALKING" 25 -0.4821
"Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 25 -0.3025
"Body Magnitude" "Mean" "WALKING_UPSTAIRS" 25 -0.4299
"Body Magnitude" "Standard Deviation" "LAYING" 25 -0.7518
"Body Magnitude" "Standard Deviation" "SITTING" 25 -0.9657
"Body Magnitude" "Standard Deviation" "STANDING" 25 -0.9648
"Body Magnitude" "Standard Deviation" "WALKING" 25 -0.5544
"Body Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 25 -0.3562
"Body Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 25 -0.4476
"Body on the X-axis" "Mean" "LAYING" 25 -0.3913
"Body on the X-axis" "Mean" "SITTING" 25 -0.434
"Body on the X-axis" "Mean" "STANDING" 25 -0.4262
"Body on the X-axis" "Mean" "WALKING" 25 -0.1894
"Body on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 25 -0.0739
"Body on the X-axis" "Mean" "WALKING_UPSTAIRS" 25 -0.166
"Body on the X-axis" "Standard Deviation" "LAYING" 25 -0.8982
"Body on the X-axis" "Standard Deviation" "SITTING" 25 -0.9911
"Body on the X-axis" "Standard Deviation" "STANDING" 25 -0.9822
"Body on the X-axis" "Standard Deviation" "WALKING" 25 -0.4988
"Body on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 25 -0.268
"Body on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 25 -0.4717
"Body on the Y-axis" "Mean" "LAYING" 25 -0.4554
"Body on the Y-axis" "Mean" "SITTING" 25 -0.5081
"Body on the Y-axis" "Mean" "STANDING" 25 -0.5061
"Body on the Y-axis" "Mean" "WALKING" 25 -0.2578
"Body on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 25 -0.2379
"Body on the Y-axis" "Mean" "WALKING_UPSTAIRS" 25 -0.2838
"Body on the Y-axis" "Standard Deviation" "LAYING" 25 -0.8083
"Body on the Y-axis" "Standard Deviation" "SITTING" 25 -0.9633
"Body on the Y-axis" "Standard Deviation" "STANDING" 25 -0.9654
"Body on the Y-axis" "Standard Deviation" "WALKING" 25 -0.3758
"Body on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 25 -0.3254
"Body on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 25 -0.3015
"Body on the Z-axis" "Mean" "LAYING" 25 -0.4254
"Body on the Z-axis" "Mean" "SITTING" 25 -0.4936
"Body on the Z-axis" "Mean" "STANDING" 25 -0.4916
"Body on the Z-axis" "Mean" "WALKING" 25 -0.2792
"Body on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 25 -0.2439
"Body on the Z-axis" "Mean" "WALKING_UPSTAIRS" 25 -0.2862
"Body on the Z-axis" "Standard Deviation" "LAYING" 25 -0.8094
"Body on the Z-axis" "Standard Deviation" "SITTING" 25 -0.9685
"Body on the Z-axis" "Standard Deviation" "STANDING" 25 -0.9684
"Body on the Z-axis" "Standard Deviation" "WALKING" 25 -0.5085
"Body on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 25 -0.4645
"Body on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 25 -0.4248
"Gravity Magnitude" "Mean" "LAYING" 25 -0.5605
"Gravity Magnitude" "Mean" "SITTING" 25 -0.9704
"Gravity Magnitude" "Mean" "STANDING" 25 -0.9727
"Gravity Magnitude" "Mean" "WALKING" 25 -0.4053
"Gravity Magnitude" "Mean" "WALKING_DOWNSTAIRS" 25 -0.2201
"Gravity Magnitude" "Mean" "WALKING_UPSTAIRS" 25 -0.3058
"Gravity Magnitude" "Standard Deviation" "LAYING" 25 -0.6493
"Gravity Magnitude" "Standard Deviation" "SITTING" 25 -0.96
"Gravity Magnitude" "Standard Deviation" "STANDING" 25 -0.9681
"Gravity Magnitude" "Standard Deviation" "WALKING" 25 -0.5656
"Gravity Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 25 -0.2595
"Gravity Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 25 -0.48
"Gravity on the X-axis" "Mean" "LAYING" 25 -0.4611
"Gravity on the X-axis" "Mean" "SITTING" 25 0.8657
"Gravity on the X-axis" "Mean" "STANDING" 25 0.9298
"Gravity on the X-axis" "Mean" "WALKING" 25 0.9375
"Gravity on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 25 0.9296
"Gravity on the X-axis" "Mean" "WALKING_UPSTAIRS" 25 0.9277
"Gravity on the X-axis" "Standard Deviation" "LAYING" 25 -0.8296
"Gravity on the X-axis" "Standard Deviation" "SITTING" 25 -0.9889
"Gravity on the X-axis" "Standard Deviation" "STANDING" 25 -0.9931
"Gravity on the X-axis" "Standard Deviation" "WALKING" 25 -0.9795
"Gravity on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 25 -0.9645
"Gravity on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 25 -0.9509
"Gravity on the Y-axis" "Mean" "LAYING" 25 0.6207
"Gravity on the Y-axis" "Mean" "SITTING" 25 0.2083
"Gravity on the Y-axis" "Mean" "STANDING" 25 -0.1593
"Gravity on the Y-axis" "Mean" "WALKING" 25 -0.1273
"Gravity on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 25 -0.0724
"Gravity on the Y-axis" "Mean" "WALKING_UPSTAIRS" 25 -0.2176
"Gravity on the Y-axis" "Standard Deviation" "LAYING" 25 -0.6436
"Gravity on the Y-axis" "Standard Deviation" "SITTING" 25 -0.9634
"Gravity on the Y-axis" "Standard Deviation" "STANDING" 25 -0.9806
"Gravity on the Y-axis" "Standard Deviation" "WALKING" 25 -0.9651
"Gravity on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 25 -0.9378
"Gravity on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 25 -0.9318
"Gravity on the Z-axis" "Mean" "LAYING" 25 0.5264
"Gravity on the Z-axis" "Mean" "SITTING" 25 0.1671
"Gravity on the Z-axis" "Mean" "STANDING" 25 0.2012
"Gravity on the Z-axis" "Mean" "WALKING" 25 0.1884
"Gravity on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 25 0.2188
"Gravity on the Z-axis" "Mean" "WALKING_UPSTAIRS" 25 0.1082
"Gravity on the Z-axis" "Standard Deviation" "LAYING" 25 -0.6102
"Gravity on the Z-axis" "Standard Deviation" "SITTING" 25 -0.9695
"Gravity on the Z-axis" "Standard Deviation" "STANDING" 25 -0.9678
"Gravity on the Z-axis" "Standard Deviation" "WALKING" 25 -0.945
"Gravity on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 25 -0.9262
"Gravity on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 25 -0.8827
"Jerk of the Body Magnitude" "Mean" "LAYING" 25 -0.9651
"Jerk of the Body Magnitude" "Mean" "SITTING" 25 -0.9905
"Jerk of the Body Magnitude" "Mean" "STANDING" 25 -0.984
"Jerk of the Body Magnitude" "Mean" "WALKING" 25 -0.6379
"Jerk of the Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 25 -0.581
"Jerk of the Body Magnitude" "Mean" "WALKING_UPSTAIRS" 25 -0.7334
"Jerk of the Body Magnitude" "Standard Deviation" "LAYING" 25 -0.9661
"Jerk of the Body Magnitude" "Standard Deviation" "SITTING" 25 -0.9899
"Jerk of the Body Magnitude" "Standard Deviation" "STANDING" 25 -0.9828
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING" 25 -0.6441
